Gene	log2(MB231_day21)-log2(MB231_day7)	log2(LM2_day21)-log2(LM2_day7)
COG8	-0.46497812	-1.776944855
COIL	0.228407703	-0.40573038
COL10A1	-0.155015607	-1.53815953
COL11A1	-0.898988115	-0.307466999
COL11A2	0.139592824	-0.148221161
COL12A1	0.094486438	-0.820682564
COL13A1	-0.842575562	-1.377527434
COL14A1	-0.593702683	-0.959487602
COL15A1	-0.382070164	-1.23406659
COL16A1	0.004830482	-0.843537568
COL17A1	0.413060896	0.147532825
COL18A1	0.193156858	0.461677042
COL19A1	-0.411344668	0.038661903
COL1A1	-0.818449693	-1.15856086
COL1A2	0.1252529	-0.398828824
COL20A1	-0.199505639	-0.918251045
COL21A1	-0.279080227	-0.283185914
COL22A1	-0.259289343	-0.489703026
COL23A1	-0.110783088	-2.106452225
COL24A1	-0.049002208	-0.470595771
COL25A1	-0.464173562	-1.604551193
COL27A1	-0.113364018	-0.257937369
COL28A1	-0.125358982	-0.735810755
COL2A1	-0.36443146	-0.596994739
COL3A1	0.129397148	-0.630608602
COL4A1	-0.033064158	-0.651718341
COL4A2	-0.660004129	-2.217973638
COL4A3	-0.647599673	-1.037123896
COL4A3BP	-0.423749734	-0.233264094
COL4A4	0.030241454	-0.862847951
COL4A5	-0.209052067	-0.99062021
COL4A6	0.21544881	-0.069644044
COL5A1	-0.877552401	-0.933968775
COL5A2	-0.21219573	-1.760512525
COL5A3	-0.172520389	-0.838738798
COL6A1	-0.824549394	-2.976337355
COL6A2	-0.152188624	-0.436970246
COL6A3	0.071928275	-0.092569503
COL6A6	-0.159847106	0.107738549
COL7A1	-0.493647089	-1.042924439
COL8A1	-0.203894632	-0.198734332
COL8A2	-0.273626821	-1.358753178
COL9A1	-0.168250208	-0.599370215
COL9A2	-0.764899489	-0.009979378
COL9A3	-0.045945058	-0.879669224
COLEC10	-0.320332527	-0.375744171
COLEC11	0.282143993	-1.247614425
COLEC12	-0.203063682	-1.939817425
COLQ	-0.019773037	-0.606232696
COMMD1	-0.149952221	-0.819655428
COMMD10	-0.108252265	-0.769912928
COMMD2	-0.679729228	-1.092059812
COMMD3	-0.352960862	-0.840763671
COMMD4	-0.494858502	-1.088428078
COMMD5	-0.336494192	-0.423313489
COMMD6	0.025757548	-0.038852452
COMMD7	-0.46522667	0.178525978
COMMD8	-0.227587642	-0.10907027
COMMD9	0.026590734	0.098611789
COMP	-0.723799681	-0.551996281
COMT	-0.609083845	-1.060029195
COMTD1	0.057934727	-1.989017774
COPA	-1.699261344	-3.07573879
COPB1	-0.771177872	-0.480996008
COPB2	-0.563055309	-0.982015704
COPE	-1.342476956	-1.198528536
COPG2	-0.051332193	0.008454476
COPS2	-1.290835134	-1.564301503
COPS3	-0.826400724	-1.354353572
COPS4	-0.454181839	0.362588658
COPS5	-2.018264366	0.09099406
COPS6	-0.947974469	-1.068991965
COPS7A	-0.186425966	-1.423282407
COPS7B	-0.011854658	-0.169371074
COPS8	-0.902707832	-0.343640151
COPZ1	-1.559014146	-1.651855761
COPZ2	-0.057410345	-1.625476097
COQ10A	-0.741497638	-1.699290733
COQ10B	-0.184500461	-1.391191961
COQ2	-0.617373061	-0.522952354
COQ3	-0.62735407	-0.612237761
COQ4	-0.898968213	-1.202103311
COQ5	-1.494678809	-1.914344355
COQ6	-0.493979353	-1.077529878
COQ7	-0.81287509	-0.437752099
COQ9	-0.280365898	-1.038361994
CORIN	-0.093619882	-0.63785741
CORO1A	-0.368044745	-0.262653887
CORO1B	0.10174967	-0.54380144
CORO1C	-0.681954291	-1.019162585
CORO2A	-0.066830156	-1.16473547
CORO2B	0.124244012	-0.08622537
CORO6	-0.458047645	0.155650168
CORO7	-0.353839107	-0.175333563
CORT	-0.229217228	0.008532348
COTL1	0.237773925	-0.229363493
COX10	-0.261256596	-0.86220675
COX11	-0.221449895	-0.188500034
COX15	-0.843413705	-1.121951177
COX16	-0.621035262	-1.374815728
COX17	-1.551260784	-3.023084133
COX18	-0.36848406	-0.966904863
COX19	-0.418873839	-0.200784361
COX4I1	-0.064691052	-0.418549821
COX4I2	-0.758882529	-0.829607147
COX5A	-0.058244671	-0.495612063
COX5B	-0.399980996	-1.054471601
COX6A1	-0.742729626	-0.974485395
COX6A2	-0.20974263	-1.061874767
COX6B1	-0.290515546	-1.178415538
COX6B2	-0.395174703	-1.920541843
COX6C	-0.293437159	-0.818595059
COX7A1	-0.549923353	-0.411418827
COX7A2	-0.419009583	-3.127936153
COX7A2L	-0.2538203	-0.888227266
COX7B	-0.461811955	-0.912999472
COX7B2	-0.675393899	-1.087841672
COX7C	-0.427286043	0.100309646
COX8A	-0.357858219	-1.914841771
COX8C	0.135660135	0.103360318
CP	0.084260019	-0.934782781
CPA1	0.13029298	-0.361304425
CPA2	-0.19209436	-0.834089767
CPA3	-0.75469893	-0.865674858
CPA4	-0.095586172	-0.015701606
CPA5	-0.135115274	-0.712001337
CPA6	0.096296237	0.172167767
CPAMD8	-0.191749037	-0.236473779
CPB1	-0.247017757	0.397434796
CPB2	-0.597347478	-0.101907938
CPD	-0.240500121	-0.549771418
CPE	-0.296871239	-0.749008425
CPEB1	-1.1266179	0.979984181
CPEB2	-0.393385629	-1.01366526
CPEB3	-0.30103139	-0.978204239
CPEB4	-0.158665175	-0.922526578
CPLX1	0.348054337	-0.516414718
CPLX2	-0.398330087	-1.274512118
CPLX3	-0.26472993	-0.006375398
CPLX4	-0.043732075	-0.199451219
CPM	-0.232373515	-1.921530253
CPN1	-0.029908511	0.055715152
CPN2	-0.582682489	-0.733078642
CPNE1	-0.489894606	-0.515067036
CPNE2	0.483457197	0.291580853
CPNE3	0.055911305	-0.763351878
CPNE4	-0.019894418	-0.841446095
CPNE5	-0.029455122	-0.480180528
CPNE6	-0.342751504	-0.906880201
CPNE7	0.06626356	-0.06146233
CPNE8	-0.937159126	0.508223057
CPNE9	0.312171901	-0.41387106
CPO	-0.359576167	0.15283429
CPOX	-0.697545222	-2.227614251
CPPED1	-0.745778375	-0.451712451
CPS1	-0.820370601	-1.204212959
CPSF1	-0.463481681	-2.676595428
CPSF2	-0.799602496	-1.92176014
CPSF3	-2.784540981	-1.629114531
CPSF3L	0.302696127	-1.392100294
CPSF4	-1.75619373	-2.77809171
CPSF4L	-0.461761097	-0.587284913
CPSF6	-1.314825567	0.138665961
CPSF7	-0.047794689	-0.886152156
CPT1A	-0.623011894	-1.29192831
CPT1B	-0.215274452	-1.06814006
CPT1C	-0.763147414	-0.935652315
CPT2	0.074136876	0.773145776
CPVL	-0.117303327	-0.633403039
CPXCR1	-0.854091799	-1.100226141
CPXM1	-0.270118659	-0.493945102
CPXM2	-0.026413339	0.063689143
CPZ	-0.391790709	-0.700862044
CR1	0.308067006	-0.467068304
CR1L	-0.420803148	-1.871614849
CR2	-0.2598721	-1.611999919
CRABP1	-0.029727358	-0.986671755
CRABP2	-0.651040464	-0.937711155
CRADD	-0.645358514	-0.221524235
CRAMP1L	0.165693602	-0.771995649
CRAT	-0.347733271	-1.163823589
CRB1	-0.382730452	-0.557482425
CRB2	0.19468338	-1.924493808
CRB3	-0.310278097	-0.659004269
CRBN	-0.398419606	-2.283617174
CRCP	-3.897228347	-4.281032091
CRCT1	-0.462497502	-1.243039183
CREB1	-0.306508802	-0.648346212
CREB3	-0.509793159	-0.453754791
CREB3L1	-0.947592758	-0.94111453
CREB3L2	-0.278526793	-1.209743505
CREB3L3	0.22266813	-0.22139266
CREB3L4	-0.35568072	-0.99882738
CREB5	-0.056869717	-0.335513665
CREBBP	-0.409362891	0.117595947
CREBL2	-0.463932785	-0.806753078
CREBZF	0.240791465	-0.651318661
CREG1	-0.153559098	-0.381824002
CREG2	0.175984945	-1.327074829
CRELD1	-0.11869725	-1.479232504
CRELD2	-1.317445718	-0.58487587
CREM	-0.072627017	-0.589900837
CRH	-0.163168126	0.144675467
CRHBP	-0.573447877	0.619712745
CRHR1	-0.047732278	0.027392615
CRHR2	0.090505671	-0.095316883
CRIM1	-0.600657716	-1.182068503
CRIP1	-0.336208314	0.350415909
CRIP2	0.268790142	-1.016776237
CRIP3	-0.085817975	-0.001148292
CRIPAK	-0.006809171	-1.456234031
CRIPT	-0.153291721	-2.308348899
CRISP1	-0.481420613	-3.319136939
CRISP2	0.205805574	-1.800623689
CRISP3	-0.025729334	0.256425036
CRISPLD1	-0.0635324	-0.498127855
CRISPLD2	-0.156952621	-1.1033408
CRK	-0.368990303	-0.276156505
CRKL	-0.763099307	-1.113239647
CRLF1	-0.299028977	-1.326613518
CRLF3	-0.282388773	0.525473405
CRLS1	-0.537881109	-1.980712043
CRMP1	-0.091653101	-0.044167934
CRNKL1	-0.511635252	-2.696962144
CRNN	-0.346643	0.068322262
CROCC	-0.029046914	-0.291258155
CROT	-0.052533878	-0.46109126
CRP	-0.587621828	-0.107199563
CRTAC1	-0.398952795	0.462904259
CRTAM	-0.399634929	-1.342392592
CRTAP	-0.234020604	-0.517072319
CRTC1	0.256184411	0.171661286
CRTC2	-0.171929227	-0.814808309
CRTC3	-0.38836646	0.180397966
CRX	-0.171249754	-0.261435526
CRY1	-0.876720562	-0.765789469
CRY2	-0.842066774	-1.030903379
CRYAA	-0.588805058	-0.523316345
CRYAB	-0.083847272	-1.582656152
CRYBA1	-0.057076849	0.195468352
CRYBA2	-0.237375345	-0.315789624
CRYBA4	-0.776860632	0.340323825
CRYBB1	-0.373336892	-1.494041835
CRYBB2	0.207109715	-0.378711573
CRYBB3	-0.042906285	-0.238714969
CRYGA	-0.917490517	-0.92893444
CRYGB	-0.923893211	-0.901008829
CRYGC	-1.04401865	-0.838264849
CRYGD	-0.156452395	-0.274005177
CRYGN	-0.443113551	-1.297137791
CRYGS	-0.697971625	-0.374010719
CRYL1	-0.120140943	-0.113194769
CRYM	-0.689147145	-0.059725273
CRYZ	0.076012996	-0.380348305
CRYZL1	-0.453871048	0.043265815
CS	-0.238082565	-0.884171813
CSAD	-0.651309078	-0.372220881
CSAG1	0.119264569	-0.260754667
CSDC2	0.104364176	-0.122589866
CSDE1	-0.786449181	-2.265322184
CSE1L	-0.604046039	0.089274716
CSF1	-1.134004599	-1.167636465
CSF1R	-0.59071686	-0.916245905
CSF2	-0.120085666	-1.267256367
CSF2RB	-0.125110547	-0.63201435
CSF3	-0.10225841	-0.345454889
CSF3R	-0.736704928	-0.573141304
CSGALNACT1	-0.120524062	-0.28401942
CSGALNACT2	-0.099539769	-0.595464916
CSH1	-0.421754623	-0.771976949
CSH2	-0.103699365	-1.104267223
CSHL1	-0.606054065	-1.422572952
CSK	-0.348737482	-0.333283454
CSMD1	0.094614549	-0.822838354
CSMD2	-0.215621527	-0.476598924
CSMD3	-0.820256927	-1.177410673
CSN1S1	-0.229174954	-1.273844553
CSN2	0.135685562	-0.960670582
CSN3	0.046887067	-0.713654067
CSNK1A1	-0.423754453	-1.253105936
CSNK1A1L	-0.360998406	0.021646271
CSNK1D	-0.991032225	-0.311419471
CSNK1E	-0.438660398	-0.36363067
CSNK1G1	-0.486153816	-0.90003692
CSNK1G2	-0.004858437	-1.455460872
CSNK1G3	-0.194620612	0.067860266
CSNK2A1	-0.397855327	-0.631906114
CSNK2A2	-0.061181789	-1.014673428
CSNK2B	-0.160918016	-0.265712026
CSPG4	-0.141266598	-0.795377846
CSPG5	-0.027915385	-1.449651414
CSPP1	-0.443228839	-0.271852734
CSRNP1	-0.29203525	-0.376703064
CSRNP2	-0.800946449	-1.231286763
CSRNP3	-0.188832996	0.252370828
CSRP1	-0.137171485	-0.883378943
CSRP2	-0.059805275	-0.203381681
CSRP2BP	-0.184464757	-1.095045705
CSRP3	-0.356080594	-0.72616356
CST1	0.294299179	0.015840478
CST11	-0.205980014	0.173058603
CST2	0.128449287	-0.244151726
CST3	-0.241803508	-1.55265987
CST4	0.574107956	-1.561107551
CST5	-0.381020115	-0.671337522
CST6	-0.099010167	0.02846391
CST7	-0.488158084	0.418126102
CST8	-0.454204298	-0.635894078
CST9	0.346600287	0.114579565
CST9L	-0.112833495	-1.617130173
CSTA	0.531630887	-0.345005834
CSTB	-0.079723289	-0.585839324
CSTF1	-0.542981477	-0.693835535
CSTF2	-0.362017302	-3.063353733
CSTF2T	-0.50015498	0.246967632
CSTF3	-1.570408758	-1.966977936
CSTL1	-0.327295485	0.152435023
CT45A5	-0.075064232	-0.250580643
CT47B1	-0.230198593	-0.467032246
CT62	-0.136091549	-0.996550721
CTAG1B	-0.427144102	-1.849646644
CTAG2	-1.368576571	-1.343804549
CTAGE1	0.119591163	-0.171288353
CTAGE4	-0.249837987	-1.250537714
CTAGE5	-0.44459694	-0.827035999
CTAGE6	-2.938815572	-0.191382627
CTAGE9	-0.454172382	-0.684009268
CTBP1	-0.174805433	-0.034445731
CTBP2	0.072513595	-1.556228321
CTBS	-0.34850062	-0.576980547
CTCF	-0.964423845	-1.124072913
CTCFL	-0.391547543	-0.558298571
CTDP1	-1.32467745	-2.235201624
CTDSP1	-0.241422457	-0.752778453
CTDSP2	0.025881725	-1.327614161
CTDSPL	-0.153233653	-0.315867044
CTDSPL2	-0.069277318	-0.495204424
CTF1	-0.92924268	-0.925617727
CTGF	-0.365016472	-0.032807993
CTH	0.279564004	-0.547522681
CTHRC1	-0.20751579	-0.223764337
CTLA4	-0.106206977	-0.750544605
CTNNA1	-0.122800464	-2.076628872
CTNNA2	-0.145574891	-0.007080658
CTNNA3	-0.21966976	-0.600600324
CTNNAL1	-0.522044369	-0.492876819
CTNNB1	-0.182536149	0.13571594
CTNNBIP1	-0.162209802	-0.086549992
CTNNBL1	-0.265252733	-2.675531419
CTNND1	-0.847350628	-0.446890564
CTNND2	-0.613285361	-0.257175578
CTNS	-0.127386477	0.150998148
CTPS2	0.019535033	-0.696004194
CTR9	-0.98717682	-1.405240499
CTRB1	-0.530469841	-1.40920842
CTRB2	-0.440964386	-0.289535795
CTRC	-0.259464572	-0.47534781
CTRL	-0.650754602	-1.021116964
CTSA	-0.058401562	-0.943208113
CTSB	-0.431499467	-0.334173064
CTSC	-0.109557921	-0.339705233
CTSD	0.133294161	-0.758544214
CTSE	-0.278296435	-0.410186137
CTSF	-0.43093834	-0.812164902
CTSG	-0.45409827	-0.589445768
CTSH	0.249616322	-1.415939873
CTSK	-0.354439287	-2.336138477
CTSL1	0.37837201	-0.097468184
CTSL2	0.034300764	-1.479067399
CTSO	-0.494109179	-0.245244626
CTSS	0.325111091	-0.640974289
CTSW	0.571076615	-3.292158763
CTSZ	-0.781351456	-1.029885181
CTTN	-0.335768775	0.240392681
CTTNBP2	-0.153807065	0.181874385
CTTNBP2NL	-0.470713317	-0.776287479
CTU1	-0.278981268	-2.65230299
CTU2	-0.633400201	-3.590409156
CTXN1	0.212842419	-1.912825636
CTXN2	-0.202145148	-0.234828558
CTXN3	-0.198622589	-0.733136166
CUBN	0.063149313	-0.12585039
CUEDC1	-0.425808223	-0.825275086
CUEDC2	0.337237969	-0.393288856
CUL1	-0.893418714	-0.556081515
CUL2	-0.507916009	-1.071093113
CUL3	-0.302771107	0.033099953
CUL4A	-0.020264878	-0.022782234
CUL4B	-0.28791568	-0.0144196
CUL5	0.05863018	-1.041733772
CUL7	0.174557424	-1.295289207
CUL9	-0.324537951	-1.094981625
CUTA	-0.190185615	-0.898938422
CUTC	-0.75831036	-0.822450872
CUX1	-0.470383055	-1.406245993
CUX2	-0.07417501	-0.874504899
CUZD1	0.007325319	-0.167432012
CWC15	-0.656644783	-1.790683216
CWC22	-0.649526513	-1.163897942
CWC25	-1.077053085	-0.090431928
CWC27	0.311911295	0.071021373
CWF19L1	-0.579064229	-0.530146465
CWF19L2	-0.840892244	-0.69183875
CWH43	-0.116967705	-0.483777912
CX3CL1	-0.48599067	-2.298661708
CX3CR1	-0.217476954	-0.003653274
CXADR	-0.569077294	-1.051140123
CXCL1	-0.577700739	-0.49238703
CXCL10	-0.002675602	-1.504466253
CXCL11	-0.610394885	-1.317590048
CXCL12	-0.298636102	-1.346457755
CXCL13	-0.370114311	-0.48238979
CXCL14	-0.418033063	-1.196915387
CXCL16	-0.705603373	0.319034257
CXCL17	-0.788469316	-1.008062119
CXCL2	-0.763144589	-0.767998641
CXCL3	0.028095537	-0.598256429
CXCL5	0.018514557	-0.538634623
CXCL6	-0.482993177	-0.754546267
CXCL9	-0.258192319	-0.379058461
CXCR1	-0.005561837	-0.960203888
CXCR2	-0.442413972	-0.094330624
CXCR3	-0.744673393	-1.745274408
CXCR4	-0.137562238	-1.164023767
CXCR5	-0.468818436	-1.843775091
CXCR6	-0.595327309	-1.367564912
CXCR7	-0.004827194	-0.322232549
CXorf21	-0.396631881	-0.509467135
CXorf22	-0.298732342	-1.783460239
CXorf23	-0.036517496	-1.313915935
CXorf27	0.112405986	-1.075989552
CXorf30	-0.285721536	-0.222361788
CXorf36	0.105627669	-1.268047567
CXorf38	0.000844974	0.15790914
CXorf40A	-0.975813521	-0.810971879
CXorf40B	0.212701456	-1.582242518
CXorf48	-0.609417033	0.762113908
CXorf56	-0.336214388	-1.82526478
CXorf57	-0.185552241	-0.677796539
CXorf58	-1.366874757	-0.758073766
CXorf61	-0.350808948	-0.997873655
CXorf64	-0.087257738	-0.523087715
CXorf65	-0.203938383	-0.028629094
CXorf66	-0.329377228	-1.66673466
CXXC1	-0.642609487	-0.8964281
CXXC4	-0.127299399	-0.427683843
CXXC5	-0.218127687	-0.583234774
CYB561	-0.032810621	-0.957971791
CYB561D1	-0.694454446	-1.101505781
CYB561D2	-0.40800328	-0.702347755
CYB5A	-0.039324304	0.227193115
CYB5B	-1.752306875	-1.717515704
CYB5D1	-0.372625587	-1.510240589
CYB5D2	-0.692975	-0.016493718
CYB5R1	-0.086057581	-0.953420997
CYB5R2	-0.024350237	0.072073406
CYB5R3	0.095216656	-0.858768574
CYB5R4	-0.350869017	-0.225566532
CYB5RL	-0.074356155	-0.509662
CYBA	0.051666885	-0.560732011
CYBB	-0.716487628	-1.146356631
CYBRD1	-0.535708538	-1.355486744
CYC1	-0.047923207	-0.041656935
CYCS	-1.375686264	-2.181942183
CYFIP1	-0.213260051	-1.001339873
CYFIP2	-0.083674993	-1.126775647
CYGB	-0.169096012	-0.559131095
CYHR1	-0.232945048	-0.244314741
CYLC1	-0.838142332	-1.223700384
CYLC2	-0.29261717	0.175363144
CYLD	-0.427052717	-0.983557901
CYP11A1	-0.164062757	-0.888958342
CYP11B1	0.032938287	-0.872622688
CYP11B2	-0.194649047	-0.661750348
CYP17A1	0.051121263	-1.226178293
CYP19A1	-0.123313003	-0.130936194
CYP1A1	-0.225575574	-0.929293722
CYP1A2	-0.40639273	-0.898564007
CYP1B1	-0.477921428	0.016543654
CYP20A1	-0.210642347	-0.357511676
CYP21A2	-0.297835141	-1.12435733
CYP24A1	-0.387326276	-0.99990359
CYP26A1	-0.080576212	-0.660865492
CYP26B1	0.026727336	-0.469776326
CYP26C1	-0.249156234	-1.257988823
CYP27A1	-0.597513185	-0.494649432
CYP27B1	-0.266277986	-1.098916836
CYP27C1	-0.609913305	-2.358769753
CYP2A13	-0.655627117	0.065941639
CYP2A6	-0.078740197	-1.037602079
CYP2A7	0.062687575	0.103454339
CYP2B6	0.107307661	-0.041431641
CYP2C18	-0.135337691	-1.133174265
CYP2C19	-0.174686215	-0.768118661
CYP2C8	-0.089012847	-1.75420247
CYP2C9	-1.232660757	0.794784163
CYP2D6	-0.062092732	-0.678447874
CYP2E1	-0.220898298	-0.246631333
CYP2F1	-0.267615523	-0.004191102
CYP2J2	-1.582497591	-0.4154876
CYP2R1	-0.889300623	-0.668917924
CYP2S1	-0.39089608	0.43685128
CYP2U1	-0.349038153	-0.127171468
CYP2W1	0.499785628	-0.795583619
CYP39A1	-0.238560014	-0.768964319
CYP3A4	-1.235301463	-0.672053652
CYP3A43	0.194128145	-0.946770913
CYP3A5	-0.23986048	-0.252348309
CYP3A7	-0.593909541	0.250603087
CYP46A1	-0.37646833	-0.770822516
CYP4A11	-0.51048259	0.212495697
CYP4A22	-0.209382444	-1.098526093
CYP4B1	-0.606936449	-0.436516873
CYP4F11	-0.241467274	-1.017645316
CYP4F12	-0.313703889	-2.183543332
CYP4F2	0.064024404	-1.777101112
CYP4F22	-0.640192643	-0.366730727
CYP4F3	-0.365472775	-1.217194343
CYP4F8	0.140499074	-1.842651055
CYP4V2	0.021621579	-0.553904335
CYP4X1	-0.237608537	-1.516709829
CYP4Z1	0.088454445	-0.030009647
CYP51A1	-0.358515695	-1.783156345
CYP7A1	0.071399122	-1.473664248
CYP7B1	-0.196357809	-0.322404378
CYP8B1	-0.418387227	-1.705242281
CYR61	-0.123284856	-1.166859603
CYS1	-0.587682373	-0.38108729
CYSLTR1	-0.645018958	-0.748446452
CYSLTR2	-0.131480462	-0.065218882
CYTH1	-0.137608374	-0.426551465
CYTH2	-0.122575481	-0.109398668
CYTH3	-0.944027294	-1.232348015
CYTH4	-0.546281794	0.260332843
CYTIP	-0.363157901	-1.958759482
CYTL1	-0.210539548	-0.626947632
CYYR1	-0.218609012	-0.122193002
D2HGDH	-0.158947956	0.101176998
DAAM1	0.050197873	-0.63162395
DAAM2	0.232723668	-1.899524761
DAB1	-0.390291564	-0.921927231
DAB2	-0.949300426	-0.190740953
DAB2IP	-0.308748172	-0.443233188
DACH1	-0.756220043	-1.250026685
DACH2	-0.432894494	-0.109965203
DACT1	-0.118235287	-1.999866404
DACT2	0.054373962	-0.438885021
DACT3	-0.89476161	-2.333204072
DAD1	-2.225397379	-2.654976973
DAG1	-0.463862009	-2.307053959
DAGLA	0.252023963	-0.702755252
DAGLB	-0.484555934	-0.958965844
DAK	0.143757561	-0.507260162
DALRD3	-0.358212709	-1.665847037
DAND5	-0.308712632	-0.811748174
DAO	-0.405358541	-0.559357669
DAOA	0.05465906	-1.046248438
DAP	-0.173593199	0.010832956
DAP3	-0.71136309	-1.093448881
DAPK1	-0.382833232	-0.593855312
DAPK2	-0.542996191	-0.698968611
DAPK3	0.43703086	-2.691346837
DAPL1	-0.048387124	0.219870646
DAPP1	-0.057529735	-1.021657768
DARC	-0.17231775	-0.059879749
DARS	-1.177987832	-1.120306428
DARS2	-0.356664043	-0.784667325
DAXX	0.177678013	-0.425784801
DAZAP1	-0.840327135	-1.571359422
DAZAP2	-0.272593429	0.154666662
DAZL	-0.498752246	-0.164587363
DBC1	-0.398960107	-0.405284339
DBF4	-0.700779685	-1.662025536
DBF4B	-0.582764188	-0.458891626
DBH	-0.27100538	-1.472720519
DBI	-0.790133407	-2.268907497
DBN1	-0.230583263	-0.56964762
DBNDD1	-0.456692026	-0.241804148
DBNDD2	-0.350969286	-0.647748483
DBNL	-0.21466515	-1.294226208
DBP	-0.146258142	0.525259439
DBR1	-0.467372246	-0.718656251
DBT	0.225618666	0.167441492
DBX2	-0.287198366	-0.01191955
DCAF10	-0.044671785	-1.003412878
DCAF11	-0.273632439	-0.066770548
DCAF12	-0.130299106	-0.008237999
DCAF12L1	-0.116802827	0.250573377
DCAF12L2	-0.315530493	-0.769486635
DCAF13	-0.071120147	-0.403432166
DCAF15	-0.598875325	-1.10627799
DCAF16	-0.287184544	-0.874840794
DCAF17	-0.176566998	-1.507018261
DCAF4	-0.207663011	-0.815335644
DCAF4L1	-0.020173855	-0.781090476
DCAF4L2	-0.216415275	-0.605688606
DCAF5	0.034526505	-0.038508226
DCAF6	-0.219094234	-0.209829353
DCAF7	-0.416088265	-1.224800463
DCAF8	-0.650084022	-1.992514886
DCAF8L1	-0.403077093	-0.374346474
DCAF8L2	-0.168774318	-0.520671346
DCAKD	-0.121846642	-0.465924828
DCBLD1	-0.589351956	-0.839785292
DCBLD2	-0.58579048	-0.181169136
DCC	-0.061412634	0.030313797
DCD	-0.508888779	-0.402741908
DCDC1	-0.107634005	-0.61241252
DCDC2	-0.218721017	-0.596366078
DCDC2B	0.038580413	-0.270932703
DCHS1	-0.301908141	-0.620565332
DCHS2	-0.375376152	-1.017300896
DCK	-0.279743184	-0.906120031
DCLK1	-0.157728106	-2.192759826
DCLK2	-0.053872824	-0.237147605
DCLK3	-0.252976906	-0.179120087
DCLRE1A	-0.395347855	0.544332029
DCLRE1B	-0.862813962	-0.748697131
DCLRE1C	-0.691224273	-1.19065588
DCN	0.013859294	-0.495666865
DCP1B	0.080014056	-0.22427719
DCP2	-0.105458218	0.073056983
DCPS	-1.082167311	0.199576523
DCST1	0.348934422	0.002895424
DCST2	0.023526939	0.452583105
DCT	-0.943127308	-2.652088921
DCTD	-0.411445386	-0.78316993
DCTN1	-0.924170114	-0.319866274
DCTN2	-1.808609631	-2.247114505
DCTN3	-0.006774293	-0.955996051
DCTN4	0.47900513	0.386120229
DCTN5	-2.068672909	-2.025274136
DCTN6	-0.497069373	-1.479281719
DCTPP1	-0.271585659	-0.063691697
DCUN1D1	-0.213716421	-0.385917814
DCUN1D2	-0.012695713	0.081996342
DCUN1D3	-0.299395511	0.007837693
DCUN1D4	-0.224030223	-1.149073489
DCUN1D5	-0.267040113	-0.632023633
DCX	0.098479781	0.313885053
DCXR	-0.570102807	-1.224344326
DDA1	-1.096453701	-1.287600052
DDAH1	0.364279433	-0.380943998
DDAH2	-0.684529979	-1.115980754
DDB1	-0.496980973	-0.653816616
DDB2	-0.17351057	-0.275239781
DDC	0.078952333	-0.777007473
DDHD1	-0.448795674	-0.067415654
DDHD2	0.243596479	-0.485446001
DDI1	0.065932556	-1.249420986
DDI2	-0.211386271	-0.658101523
DDIT3	-0.660354314	-0.414586482
DDIT4	-0.606708015	-1.102434205
DDIT4L	-2.31988356	-1.277792332
DDN	-1.333708495	-3.240273136
